n_detectors,n_detector_nights,study_start,study_end,study_duration_days,total_calls,total_hours,overall_mean_cph,overall_median_cph,overall_sd_cph,overall_cv_pct,pct_success,pct_partial,pct_fail
9,175,10/4/2025,10/31/2025,28,1468,2220.3,0.69,0.15,1.81,262.3,57.1,42.9,0
